simName,height,width,agentCount,holeCount,tileCount,homeCount,obstacleCount,energy,changeInterval
TileWorld_1,50,100,2,30,30,2,20,500,100

tick,agent,score,energy,location,target
973.0,2,74,270,[50, 48],[50, 45]
973.0,1,55,241,[65, 30],[63, 32]
974.0,2,74,269,[50, 47],[50, 45]
974.0,1,55,240,[64, 31],[63, 32]
975.0,2,74,267,[50, 45],null
975.0,1,55,238,[64, 32],[65, 31]
976.0,1,55,237,[65, 31],null
976.0,2,74,266,[51, 44],null
977.0,1,55,237,[65, 31],null
977.0,2,74,266,[51, 44],null
978.0,2,74,265,[51, 45],[50, 48]
978.0,1,55,236,[64, 31],[61, 30]
979.0,2,74,263,[51, 47],[50, 48]
979.0,1,55,234,[62, 31],[61, 30]
980.0,1,55,233,[61, 30],null
980.0,2,74,262,[50, 48],null
981.0,1,55,233,[61, 30],null
981.0,2,74,262,[50, 48],null
982.0,1,55,232,[61, 31],[62, 33]
982.0,2,74,261,[51, 48],[54, 1]
983.0,2,74,260,[52, 49],[54, 1]
983.0,1,55,231,[61, 32],[62, 33]
984.0,1,55,230,[62, 33],null
984.0,2,74,259,[53, 0],[54, 1]
985.0,1,55,229,[61, 33],[58, 33]
985.0,2,74,258,[54, 1],null
986.0,2,74,257,[55, 1],[58, 1]
986.0,1,55,228,[60, 33],[58, 33]
987.0,1,55,227,[59, 33],[58, 33]
987.0,2,74,256,[56, 1],[58, 1]
988.0,2,74,254,[58, 1],null
988.0,1,55,225,[58, 34],[58, 36]
989.0,1,55,225,[58, 34],[58, 36]
989.0,2,74,254,[58, 1],null
990.0,1,55,223,[58, 36],null
990.0,2,74,252,[58, 49],[56, 47]
991.0,1,55,222,[57, 36],[55, 36]
991.0,2,74,251,[57, 48],[56, 47]
992.0,2,74,250,[56, 47],null
992.0,1,55,221,[56, 36],[55, 36]
993.0,2,74,250,[56, 47],null
993.0,1,55,221,[56, 36],[55, 36]
994.0,1,55,220,[55, 36],null
994.0,2,74,249,[57, 47],[60, 46]
995.0,1,55,219,[55, 37],[53, 40]
995.0,2,74,248,[58, 47],[60, 46]
996.0,1,55,217,[54, 39],[53, 40]
996.0,2,74,246,[60, 46],null
997.0,1,55,216,[53, 40],null
997.0,2,75,246,[60, 46],null
998.0,1,55,216,[53, 40],null
998.0,2,75,246,[60, 46],null
999.0,1,55,214,[51, 41],null
999.0,2,75,244,[58, 48],null
1000.0,2,75,244,[58, 48],null
1000.0,1,55,214,[51, 41],null
